1129,-1925,-1057,-2843,526,1403,2531,2083,-562,-1145,-1955,-747,-1466,-93,-2202,1442,-2892,-1330,714,1866,-4301,-1182,4171,3012,971,2450,-2357,1542,1993,-249,-5960,-1845,-334,936,-199,-2234,-583,-1555,2824,1055,-4736,1550,-296,3321,-1027,-2821,1512,-681,-1014,-1871,3727,-774,3251,-284,3604,-561,1904,-1243,1361,2250,
1578,-1576,-2551,-1553,2429,-2394,1579,-1056,2334,-6364,1641,-3164,655,1603,-2916,-910,3,1207,2115,-1694,-4864,-1590,-857,1534,-1298,838,48,-888,-2341,1820,-2611,2387,-64,81,-437,-1417,400,3185,2342,64,-6522,1182,185,681,-1708,-4534,-1972,-924,3694,-4598,937,-314,-51,2784,2886,-5042,-1098,1332,83,-2146,
79,-1514,1429,-1163,-1637,1743,-2742,3043,-2657,3501,-2133,2036,-4384,-3116,1797,267,309,-904,-3439,0,2938,803,2544,1468,1846,-619,-1540,1708,670,-88,452,-392,-815,-1052,524,-3751,2114,-488,290,202,1628,1788,260,-3761,3059,1928,1035,2358,-1339,-331,-1183,-3043,-927,2997,-3851,-1331,850,-4080,1340,-961,
822,402,-553,-1441,-1833,4298,1057,3370,-1470,4071,2395,4983,1745,335,646,2924,2006,636,3929,1178,1783,-310,941,-51,2252,-561,1062,5025,1284,305,-387,-5537,1965,-1292,-1607,-1348,-2051,1352,1137,-2214,-688,392,117,-1959,-226,-2704,5749,789,873,2148,-2637,345,339,-1464,507,-768,-3870,-1829,-36,1912,
-1336,4131,-575,1022,-3687,-1660,-1865,-18,2356,782,-531,135,356,241,2226,-3408,265,-1715,-1598,-856,211,874,2831,2264,-789,-348,-1480,3709,-461,-3494,-4371,201,384,1965,1744,-3923,113,-926,-803,1241,3364,-2799,-246,-377,433,1028,-1215,1435,-5787,-2514,610,854,-960,-1017,-3149,3768,3048,-911,-1969,-626,
1057,-701,2454,5462,-854,-2171,-723,-2042,414,-897,-2356,-3648,3283,389,857,-2825,-620,-1024,-2309,219,-4237,1248,405,2837,3665,870,1441,2286,-1017,-422,-1397,603,-5498,770,699,1181,247,-1368,41,-1676,134,-685,-2360,-819,-4247,-3433,-1835,-941,-113,928,817,-731,-351,3663,656,165,1157,-387,-763,277,
-2580,2065,418,144,-3649,-430,-3631,-1544,673,1808,1345,889,-2626,1782,-2902,3817,1230,2872,5375,1390,-55,586,-646,1020,-12,1328,-3575,2840,-449,557,-1560,-371,2947,1854,-5308,-4066,666,262,2879,735,3195,-297,-2404,1610,2090,-948,1480,-2345,-4464,-1175,-554,-828,-866,-128,-340,-985,-1070,2295,-187,-434,
519,-426,3789,-813,2701,-1906,-2582,-817,-1634,-1247,-3311,-1610,-1685,6718,-1111,2092,4005,3025,664,-654,-2551,-3234,-491,-704,2497,-228,2283,-315,2931,1721,2226,440,3235,374,-3187,1653,-1716,114,-4422,-3513,-1399,1646,-5036,1420,-1361,-2100,-3865,905,1382,-122,-2312,62,-3285,-24,4163,-2822,-2732,-2838,311,1013,
-2318,-2964,-64,-1420,-723,737,-2476,1855,-780,1862,-1916,3436,-796,-3870,-197,-1018,1367,887,-1284,581,2275,292,3947,1115,1941,-4022,-2563,142,754,-627,1031,-1533,-1661,1702,921,-213,55,-623,-960,55,5306,2248,1031,-1527,966,3853,2264,2493,-971,-812,1028,-120,-2258,-943,-3701,2196,-539,-2461,-419,-1283,
-3350,227,58,-3144,-1302,454,1205,2054,-919,168,2523,455,2189,-1932,-1129,1306,1671,2941,4377,345,1931,-70,-2302,-3966,-5105,-836,-3143,3253,-5392,-1289,2964,-1373,-800,1367,-542,1408,-841,921,-2625,2751,101,3134,2960,-1086,613,-1187,2826,3230,1380,797,495,-394,-2729,-1681,-915,-1138,-103,-155,599,-234,
-472,-5792,-283,-1175,-3706,-848,-1971,2069,2484,2035,1,3645,875,-1697,1466,-1571,-1924,6252,-477,-241,-193,2424,2498,510,-2858,-2598,3057,1371,3850,2230,-575,-2503,-1129,-691,1309,873,-57,-1783,-2834,-2533,1510,-1048,2257,-1695,-1156,-295,2915,1067,1292,-2980,1036,170,1365,-2576,1716,1383,-2090,-3709,-122,102,
-235,-2173,315,1502,237,-1199,1622,-767,713,2199,-1103,-173,-1708,2397,-526,-2478,-3856,158,685,-1205,-2538,1861,879,608,-386,-1044,1259,1376,-1979,1278,-3456,2518,-462,-4317,3877,-2104,-579,1627,-1411,988,-702,2849,-238,-1701,1243,2187,1163,-533,222,-2718,283,-1014,1263,-3394,-2422,-277,1001,-704,-39,-1498,
