376,2146,2051,1175,-435,-1727,-3273,-1720,3268,-2344,-2520,637,2883,2910,-743,1991,282,-362,1116,-2337,-2185,-1834,-1988,-221,-383,-1406,-1086,1719,-1591,615,-323,578,-1661,-1351,1840,148,-1621,619,-397,2219,-36,2034,-797,463,-1450,-516,-1455,-397,-3492,251,3504,-1817,1304,861,-3403,231,-3171,-4478,-2160,-805,1686,4172,2323,-418,546,2238,2846,169,-835,-30,134,2142,-887,-315,904,-8,-3183,331,2419,-1066,78,1700,-4777,3936,1123,3628,-2558,889,-1718,-1214,-5249,-714,268,2271,2022,1587,-2218,-2864,-2972,2962,
1135,-1026,2989,379,-2672,634,253,4689,-328,301,274,-589,500,-1019,3401,-1373,2369,3420,-1405,3691,2400,-1051,4255,614,1744,1424,528,-1019,1172,2460,-2184,4713,394,-587,-3012,414,128,2031,-741,1026,-379,-438,-687,-2951,-1724,1599,1459,3732,2118,-790,-118,130,2138,318,713,-907,562,102,2070,-1039,-2183,1130,-487,309,-1172,-546,-1861,-443,1235,817,-410,53,-1097,1470,3152,-1536,355,-401,-1139,2111,99,-2697,-191,1756,623,-514,2163,634,1729,200,713,-459,2189,-3349,-36,-733,264,196,1274,-40,
-103,1518,-796,-2010,329,328,-1296,-928,4,1130,1223,236,-686,-97,1912,-2791,-1362,-2417,1668,332,364,2289,-224,-1389,-882,766,-600,-1718,1915,854,844,-3812,378,-1737,1646,192,-568,-1045,-414,1090,-3942,-544,-82,-234,1768,-247,-800,-1448,441,810,3151,-321,-1342,614,-562,-1775,3598,659,-1776,1094,-406,453,1444,-1677,978,2563,-1365,-1829,777,-1180,-743,1059,721,-527,-2871,-1070,1521,-1453,-2295,399,-428,3152,-203,-47,19,-394,-1878,-161,-3,-2075,-2224,514,194,-847,133,-371,-592,-1689,105,650,
117,2125,270,1903,100,-1515,-2494,-1046,3206,-3141,5,81,685,3027,-2510,1317,0,-890,1817,-1803,-1944,1950,-2465,148,-955,-334,236,499,-2088,-814,-1772,66,-2147,-2592,1342,-1267,-400,-2552,-265,2640,-1822,2610,-158,1242,-3643,-804,-400,-1688,-1507,265,2769,-78,-909,1101,-3096,1462,-1635,-1788,-1856,1325,562,1688,1096,-1751,2370,2230,1920,-261,-583,-755,2627,436,850,-896,709,-1537,-2714,-999,2298,986,-1585,3275,-2744,4527,369,2026,-2940,2391,354,-1682,-2622,68,-773,4213,1084,196,-670,-2062,-1071,2412,
-798,-904,690,207,815,-35,260,-318,74,-467,160,-1783,615,1447,-4540,45,-623,58,-1895,-1275,-1536,997,969,640,938,252,-2789,-2125,-2239,-2499,559,1058,648,1347,-1067,1156,-3168,-3364,-384,872,85,506,-723,177,-808,1154,-300,-139,-516,683,1496,-26,-1504,889,18,217,-1538,-1347,871,2292,826,2323,-321,466,-2080,-2744,-1274,159,5,-59,717,2267,1711,1335,139,-2928,-1043,880,2264,237,-3046,-726,-2177,-223,-1890,448,420,1174,114,-530,890,234,1062,1015,-1458,712,388,-667,-87,-360,
415,-886,22,-58,-1371,-1127,1229,932,-1449,-1890,-230,-331,1954,-1998,-523,-2543,-608,1933,-3787,3174,1043,-2965,736,2158,430,1231,495,883,782,699,1823,2027,1485,1820,-2603,714,1258,134,-975,-1571,502,-1273,1271,473,2618,-881,2222,2086,-2964,-1047,-2900,-423,1243,-408,709,259,1221,1466,184,-3193,-1957,-568,854,1914,-490,-610,1213,303,103,-874,-694,-889,-541,-1038,227,1075,1269,-1850,-1384,-611,560,-3675,137,-3517,-1422,-1375,675,-628,-2586,1962,-1473,1415,2462,-2309,-151,-761,710,120,-78,103,
13,1074,2494,1030,90,968,3714,2336,978,280,-41,808,1741,910,-1365,1739,-779,-343,-389,-357,-1440,-807,1405,821,-3392,11,848,381,-230,-1491,282,1170,-2178,-2862,-1055,-102,721,1366,643,-977,-866,-5393,570,-443,-362,128,113,301,170,1398,3114,-71,-1733,-711,-816,-1545,-3090,-3445,-392,337,2124,-873,2450,1625,-2629,1216,104,-42,131,-2902,676,643,-2546,1494,-621,-1056,-705,-218,-607,-920,-664,-3347,-1215,-1401,998,-2740,-91,908,1051,-1997,-49,3249,239,1945,1133,-2351,-1084,621,741,1970,
954,1396,1533,-1032,1494,-919,2440,-1634,475,-267,596,-1105,-315,1400,-1103,-984,-1498,-2203,880,-1097,-384,51,24,2604,-2679,930,108,-721,1046,-5889,-777,735,584,-3562,-971,-666,178,221,-136,-582,-2949,70,1413,3643,-56,63,-449,468,1529,-1264,713,-1034,870,887,-121,88,-1233,-1402,-1883,511,-2272,-664,665,452,-1913,220,-37,320,659,-1402,167,1198,-1433,1277,-1005,356,289,3791,-23,1591,-2729,41,-1427,-675,-276,-386,789,1274,334,-285,1007,2474,-2489,-2685,-527,-3008,-1555,329,-726,-1347,
-1584,529,-451,1664,-818,-332,-632,587,2305,-4757,105,-496,1733,2723,-2607,-884,-2310,-785,1034,-1751,-2814,1113,101,1390,-766,90,2008,-1874,-2068,-546,-367,1059,50,-1564,1586,-568,-1142,-4097,-817,84,47,3183,1378,1357,-399,-1202,-1420,-951,980,-587,801,-619,203,-1410,-2415,488,-107,-697,-460,1269,-1505,314,1044,-1009,4392,241,1180,-286,-1885,769,2303,539,233,-426,292,302,-1705,1760,1697,4308,-975,2539,-120,2307,-1727,790,-2259,398,653,-730,-838,-1396,-3326,2738,220,-340,-720,-2042,387,123,
-489,-675,-2710,-973,315,-2767,-1966,-1518,-390,-511,-756,-1041,580,-1033,861,1139,1136,-671,23,1582,-139,1506,2665,-3611,475,494,25,-508,-1853,-1136,-627,-4783,-1585,1916,-154,-720,-397,-4996,-440,2840,783,-1108,-1688,-63,161,-1269,2303,-1912,583,1079,-1070,-1143,-357,-486,411,1218,615,-2488,-111,1917,-786,2320,-3067,-1956,1087,2375,-105,341,-1595,618,-266,-69,1736,306,-4615,-788,1120,80,-1559,556,159,-1235,1010,-1416,-2348,-343,-688,-996,-258,179,687,1782,-1628,-1030,-218,1615,-617,-1424,340,-27,
-841,555,481,1366,463,-2451,-1756,-1471,-856,269,-1584,-1555,1046,535,-250,468,-540,-2938,-837,-490,-571,2950,2682,367,-934,2494,-2435,-348,-1589,-769,186,432,-7199,-1450,1400,1057,-916,-610,-600,696,-1289,1152,-1779,211,-901,1197,-1159,-469,-2484,-1256,-35,-524,-1225,2241,-1652,2764,59,-1833,1272,20,727,149,17,-2724,-424,1241,397,1098,-1038,-865,500,-624,857,47,1847,-545,-425,-1070,286,-242,436,302,-590,-1600,-973,1206,-1219,2305,-476,-309,-551,1274,-191,262,2088,-641,-1643,469,-1504,81,
-927,504,-4372,-2212,-959,-84,-2823,797,1354,-1800,795,2243,-226,583,-197,-537,-64,5397,-1103,2490,-2209,-32,-1742,-189,5303,1645,282,-931,-787,1900,-1930,603,-992,-1300,1962,21,-920,-6361,260,789,-788,1014,1569,547,-831,-302,484,2213,1197,1218,-946,-2950,1333,-526,-169,-787,-163,1702,-1749,88,-195,-231,743,-120,-98,-1622,1480,-646,-310,3203,357,691,482,-357,118,-663,292,695,-17,1017,-1837,1802,305,-2715,75,-1766,6,93,-499,-369,-244,-890,-1335,-1042,-874,-151,1422,55,1550,59,
673,-765,-773,556,-308,1690,1806,928,-2364,-44,1276,1663,-391,-1433,-792,-167,1551,-564,-301,1321,-596,-3254,-542,1571,-1796,-1483,1820,3156,2285,2643,-2870,-776,1202,-196,1536,-3911,3127,3835,123,-2485,1017,428,142,-711,428,196,458,1973,1431,-70,-1802,968,1538,-3787,771,-1740,-1490,193,-2188,-1412,-564,-1541,2432,2344,942,-2284,-64,2779,1262,-327,541,-1338,-4040,-1175,-1143,28,180,3284,947,-1528,-2147,143,1919,688,466,1366,-231,-1640,3078,2683,1902,-435,515,754,-3643,692,-170,2525,1161,-2270,
-1166,672,1367,885,-932,654,-45,-655,827,-194,211,388,-137,1614,-742,389,-1569,722,1150,-1122,-2777,723,-2894,54,-767,-524,-1481,-861,-2699,1803,-310,3353,-1728,-4030,1380,-175,340,-2691,-123,-7,-838,2354,1064,2631,-1832,-735,-1258,571,146,236,1350,-381,405,-1033,-45,-131,-3936,-1137,-3782,258,-1847,2084,-415,-79,2040,-881,-555,-590,162,-325,1580,1681,164,1696,645,-1936,-1891,-917,1359,258,-1546,4734,-1816,2317,708,-608,-1173,345,345,-1441,-1545,1156,-935,1370,-429,-350,586,-1370,1059,1798,
-2817,1441,418,-920,-71,137,2021,-1598,155,356,-527,-239,109,590,-1722,-1152,-958,-1952,2660,1533,-1190,-180,963,1386,220,1548,3762,-1027,-671,-2142,-691,334,1314,-2281,1375,-91,-5290,670,-1709,1290,-504,-951,-320,1741,430,58,1431,86,1104,-2237,284,-298,-739,-74,-1063,267,870,-1855,-1420,-1751,1572,-151,494,-928,-2397,1631,228,-374,-283,645,494,592,-2426,-1172,953,1527,-349,1683,1893,1618,-2079,-3130,520,3148,231,380,265,839,1273,-204,704,1745,-3008,-1800,2206,-2408,1361,521,-256,-2350,
-2477,-383,3302,-1427,19,-355,730,437,828,141,528,71,-1722,1651,840,1695,285,-534,-2293,-1432,500,318,-208,2008,-1310,-546,1204,2038,654,-711,29,3304,-295,3912,-575,527,-381,-1687,586,-77,-1591,248,598,-514,-1435,-2982,-1368,-1219,-58,355,-231,-231,-1636,-794,80,2407,-466,-3156,-1179,-3091,773,-1778,-210,-1388,-601,576,550,535,35,-629,-318,404,532,-204,-1048,2044,-1460,-795,1395,1057,-116,-2165,-922,-5834,-93,210,-1584,1273,-2058,593,2529,2123,428,580,490,582,-1826,2969,-328,2062,
-3391,1671,885,-285,-1499,1026,2199,1504,-836,-1536,-281,1683,-68,3160,-2847,-3362,-3249,-519,341,-902,-3011,1107,1144,-441,305,2094,29,-2280,1270,-27,-728,2879,381,-3489,-485,930,468,-1979,-762,-114,-620,1567,970,1454,811,-1285,-12,-108,382,-769,1066,-694,-1741,-1319,-886,327,-622,-1738,-3724,1626,-743,1404,-321,-875,-66,1057,-752,-1740,119,-192,1572,1456,248,1056,262,-428,-2361,-231,600,4197,-2091,780,22,2541,-2221,-692,-695,-921,1996,-1119,-1073,1765,-2404,-28,-150,-1207,-241,-2510,1283,1566,
-883,-2813,-2958,-28,2637,-599,833,2251,576,44,220,4,137,-363,-94,280,-623,-485,297,1683,2578,-1467,1642,-1932,515,-497,269,2202,1468,124,1173,-541,131,-2011,-245,-332,1055,72,323,-6896,1486,935,-813,-437,-1959,-166,979,-2393,-609,-192,1616,1867,1666,-759,584,732,1816,-7,-168,-779,550,171,-1088,813,432,-209,989,600,401,272,-1565,-1057,27,-696,1059,1041,1732,5365,118,124,189,464,1365,1549,457,-1085,50,-1090,-702,1851,-1075,-798,1107,255,1500,-668,1206,820,977,-1369,
-2032,-1524,-3632,610,-341,-4,-3364,443,-1255,-1267,198,595,41,983,-680,-1556,98,3853,-1285,1080,-1543,-1051,-1182,-524,4784,-155,-282,-181,-2560,1191,-1209,988,1977,3906,-487,1187,-1855,-3393,593,664,-2798,2266,146,-866,620,-552,-228,9,221,766,-2643,-1206,772,173,-963,101,2041,1594,724,-341,-1788,-362,-2764,384,2855,1123,247,-1064,-1293,3660,35,-195,1714,-1445,-1016,1730,-222,2425,-498,355,-879,2969,589,-632,-599,-1236,563,-21,-608,435,347,-2289,354,-512,-771,1819,509,-1031,212,-1602,
-689,1784,-1753,1804,1430,1174,-98,-1410,-667,563,637,1499,-652,-1573,184,-1269,771,-311,-1620,1561,733,-1210,2876,1064,82,-560,-903,529,3132,511,-2922,-1894,-427,-52,778,-2458,-11,190,-2065,301,-841,1842,1850,-138,775,-2153,938,-596,-416,-991,-433,-82,2753,-654,-377,275,1960,603,-1176,-1430,-1768,-1983,359,1220,-2720,1479,227,-1097,-175,-501,-337,-637,149,-2968,-2018,948,2449,4043,-716,-2086,-553,-789,195,2238,-717,734,166,-1779,1587,574,1270,-2076,3083,1475,-3753,1021,-489,723,-762,-400,
-4320,711,1917,-256,300,-1833,-1559,2062,1128,-821,579,-1970,1323,2414,-5084,2332,-591,-1773,611,-617,-1522,980,236,-1397,-17,420,65,-1945,-1016,-2611,-2191,1467,-515,-910,1230,301,-1667,-1487,-1233,943,297,3012,-288,-1047,-618,253,-854,-1130,2345,14,2480,-439,-3016,321,-1113,1017,-495,-284,1331,2530,859,516,1230,-1314,1697,131,1468,-921,-61,-171,3427,1779,415,-1063,2245,-1322,-1275,1794,1116,3109,-965,1644,1383,2152,-529,175,306,1579,1379,-63,-299,1587,-1970,-614,-645,-1950,-1123,-1179,-352,-1148,
-2652,-2440,-2018,-86,58,-2326,916,1112,652,126,-2922,1100,1785,1913,-833,2819,1186,1142,-221,-695,1390,155,-730,-2501,458,177,760,-669,736,-1638,-460,752,-287,1470,1152,-146,-1810,-1600,-438,651,1520,5385,481,-1906,-2280,1503,1310,132,-1293,1277,-1451,2940,111,1740,-1112,524,-419,454,2173,3176,591,-2869,-1687,1044,4106,-4046,505,326,1741,-498,591,-1041,516,240,2341,-2175,28,679,-1515,-1451,532,3979,2404,655,-217,863,-272,494,265,901,1055,-1642,477,-1090,-1752,167,-2229,189,-1176,-1091,
855,-536,1343,-2304,642,1176,-832,1489,-299,-1911,1035,-688,-924,459,-1718,-585,-1805,1503,-1902,1010,1589,-47,1413,4392,-1975,1096,-256,394,2143,-849,-1302,-3205,3189,802,684,1351,-1029,0,-1770,-319,-3137,-3073,1123,302,-4921,712,784,-871,-721,-275,-983,104,1091,-1172,-2281,1696,-238,1139,-2683,-810,2125,-673,2284,1454,415,-386,154,1497,275,-1493,-32,2065,-3667,1302,-503,558,-682,-302,-2690,1288,-3844,-1035,906,-1273,1271,537,-1605,1492,1082,1544,425,1335,-1837,1847,819,-1254,-2405,-1421,374,-3014,
143,1175,2788,64,-410,-3569,-1100,-1704,3419,-475,-1335,-1378,-39,3358,-1496,2310,2808,-1074,2516,-949,1340,3692,-1761,-177,-2440,-1278,-1333,3778,-2181,-743,2401,-451,-1014,-979,129,-1105,-1169,1756,-2682,3590,1159,635,-1671,512,-1939,934,-1679,-1494,-1866,1347,4277,1166,224,2525,-3070,3090,-308,-390,-2550,1333,562,1923,-134,-1447,-433,-427,1626,-2707,-957,-41,-876,1622,261,-433,-1120,1100,-2025,-3326,-1041,-891,633,-495,-2233,-1965,482,417,-2134,1833,-2603,-1495,-2559,186,-876,1607,1559,-1066,-1484,-1238,-3318,4653,
