-202,-886,-2089,-566,-3988,-311,-110,-3258,-4362,176,-2983,1298,2195,282,-1262,-1695,2094,1311,-764,-1189,88,-2268,-575,1119,3856,-1757,243,1540,-3711,-974,-551,-3013,-1957,-1312,-995,-390,881,-2536,-1120,-1958,-2030,-1498,-721,-1692,-2256,-1689,-1493,-377,-1641,5680,-1350,-3309,1296,2026,-2945,873,-3082,-970,52,-1613,-1702,-2603,-2831,-2568,-1606,-2109,-174,213,503,172,-299,-610,-1904,-546,-2019,-3425,-714,350,-1901,-1727,938,-279,4305,2913,3485,-1416,725,-1725,-1487,-2528,-2584,-902,-1144,-635,308,-2012,-581,70,-911,1590,-426,-1839,302,-1148,-3557,145,-1729,-2587,-2467,-1604,299,395,-1275,-3727,-783,-13,-2115,-3562,1404,669,-587,-1917,-53,-10,991,7065,836,1058,290,-1126,-1014,-1567,1145,-1014,492,-298,-1149,-2173,-581,-794,-253,-516,-1505,-2554,-2476,-1279,-1757,-706,-1052,-882,3045,2735,-377,-605,-1671,-1395,-197,2983,-1408,1068,2026,2399,514,1392,1136,-520,1044,-540,-222,740,761,1359,1002,923,3477,1939,1765,-99,514,1980,-521,-626,35,331,426,-1056,1874,401,300,-223,-643,526,1126,-319,527,1005,1446,1566,2424,3434,-785,752,-1255,474,574,-635,1026,1327,1419,963,1253,313,-474,-1269,1181,905,1862,2520,-224,1803,-444,-1143,1051,1602,-70,-593,951,2120,2023,585,-333,378,-487,6087,3546,-1555,2533,-1833,402,-165,433,740,-2534,-191,8,-2966,548,519,2217,-1820,1551,1840,2455,-88,412,606,-2120,-123,-969,-1080,-2192,2492,-40,1306,-1072,-530,-586,-1398,237,-513,-32,-1250,1257,1323,-1660,933,1877,592,-484,21,2416,1819,2334,-437,1138,-618,-349,536,187,760,-1907,-551,66,-3266,-268,540,658,-1050,614,435,
-620,-2347,-520,-1249,-1394,-802,-1206,-3161,-1353,1757,328,317,-612,-1105,-2042,-1520,-287,-1190,52,-3616,-742,-3188,333,1080,2501,-1309,-365,2231,-2920,1354,473,-278,-1789,-31,-1536,-2094,1094,-1533,-609,-1075,681,-3271,-1576,-764,-3237,-1323,-3492,-2083,-2484,1950,-2058,-3241,711,-956,-832,-748,-3676,-747,671,-1766,-2729,-981,96,-3594,-2943,-2905,792,-1784,1025,-433,-2844,-580,-4404,-1854,-2208,1832,978,-2192,-2837,2996,691,-689,506,5745,5056,-3566,896,617,-751,-751,-1241,-1416,-572,-725,956,362,-1570,-3108,-1382,278,-1032,-2306,-2190,-1374,2119,-1016,-1696,-2366,-2959,-3116,2031,43,-1513,-2620,-796,-1101,-5089,-1263,-499,1161,-1491,579,-1812,198,1191,5092,-1204,1806,-2270,-2269,-325,-3023,-188,961,650,-1784,-4148,11,-1433,-674,-465,-371,-1400,-3964,-1655,251,-2582,-23,-5480,-1298,1092,2962,-307,-1986,1069,-4251,1377,1132,-5371,993,7,-986,44,-1163,1796,-496,606,3789,-115,4056,-630,-277,-1276,1099,3860,2122,-27,968,378,507,-155,463,-460,3729,2419,2663,1478,3617,-231,-1420,-3172,808,3368,-437,-811,-1477,-1105,2596,-1249,139,780,285,2297,3904,557,1912,-2874,-1605,-963,1279,-1077,-826,155,1446,-1011,1249,-2442,688,120,2108,-729,2745,-1204,-1755,-356,-1467,365,1277,801,-945,120,95,-533,1446,1965,28,-2664,-858,-1684,2012,644,2100,-2187,917,1088,-1392,-1771,1625,-2016,494,1968,2774,-750,-1312,-114,-614,-3168,2977,-1438,-1279,-3030,262,681,1972,2243,-297,-1660,-457,-1026,3600,-1613,-2428,-1372,-552,1816,-2,1209,-2966,-2144,255,2355,181,-1899,992,1325,1824,-942,889,1274,-610,2847,-1113,-364,-3247,-1204,-1500,-1018,-2202,2563,-1486,
-3341,-1846,-5040,-430,-3249,-2868,-838,-443,-1661,-3001,102,-2770,-1832,-1682,-1195,-4145,-2406,-1567,-1229,-2860,-3450,-1177,-1104,-1297,6140,1281,-4237,-738,-177,2564,-2413,-2087,-1121,-2214,-2618,-1172,-1580,-1223,-742,-2344,212,-1177,-455,193,-2829,-2898,-1397,-4718,-2093,717,-3248,-2076,-2129,925,-1956,1085,-2070,-1502,-1874,994,160,-960,-817,1146,-5412,-908,3212,-4338,-399,812,-3347,176,-787,-2189,538,-3285,-1472,640,-1924,-2619,1517,-2247,-3838,-1414,-192,1401,-3156,1244,89,-2784,480,-2104,-286,-2135,-1541,1764,1046,-4719,-2788,-1238,2962,-586,-5353,-417,218,-1831,514,-4040,2577,-3115,-1171,-890,2000,-3513,-114,-671,-221,1138,-2788,793,-1192,-2410,-3608,-338,-1725,-3597,-1312,-1912,-328,-247,1851,-3767,-307,-1041,-1657,-37,-3243,414,680,-1320,-3748,2030,-900,-3892,-3422,587,-1761,1182,-191,-1454,1288,926,3339,-2056,-2280,-2298,-608,2020,643,-675,1060,-128,-1351,1968,222,-1709,1440,-520,1671,175,-313,-1330,-2356,63,-1207,-453,-1442,-1093,-308,860,727,-39,1428,1609,6987,1305,-2338,2224,-329,-1893,1806,-3,433,1043,2981,45,695,-1805,1912,243,-434,-1183,-661,1302,-3826,-2497,-1200,-1656,-392,-853,1368,-792,-2753,1753,944,-1103,-1307,1182,4503,-1928,1663,1294,-1062,661,585,-1374,228,-1353,41,955,774,496,591,641,-530,-3798,-1462,3116,-3425,-3555,-4,1322,2168,-745,159,233,705,259,-664,987,-1224,-1734,3445,-3056,879,1971,-1136,867,1629,-2465,1219,-2373,-1726,1237,2911,2653,-502,-1971,-365,-833,-202,-833,750,-738,-984,-716,1175,-253,1181,1488,-2786,140,602,3627,1579,1069,1145,1424,-1130,2406,1235,209,-102,-3447,174,1516,3086,-170,-550,73,
-795,1122,-1498,-1348,1050,1692,-1155,-1423,-1070,-2360,-622,-229,-1347,64,-512,-1341,963,-1511,-1203,-1998,-1461,-741,711,-1336,-1940,-1688,-851,-2864,-2291,881,-2492,-387,-1928,-1590,-1169,1842,-491,54,-1365,-1253,7092,-256,-1480,-2253,-3918,-4129,-1526,-4368,-4793,-1784,892,-683,-1906,-3168,1018,640,267,-3525,1364,-2138,-1967,1807,-879,-3074,-2892,-16,1668,-3000,3233,4653,-4649,-1103,919,-1482,-734,-1916,1368,1351,2152,2674,-1164,-2837,-4786,-2626,-1738,-3040,-1318,1392,1186,2232,914,-407,1515,157,-2502,1494,4188,-2756,-2566,21,1342,-1143,2861,-2355,-1254,-1981,6,-189,1374,-4082,1259,-1468,-1213,1707,2270,1055,8,364,-249,-55,-132,-282,-3216,-677,812,16,1596,-539,420,960,1081,-2734,-18,-1040,-349,-496,1448,3486,86,-1235,-3617,-256,-3166,-2293,-452,-739,144,-398,-2940,-865,3427,2156,3292,3574,2095,1479,2878,1764,-159,2456,2986,1533,-249,3436,2599,3228,1329,-1308,-1489,1500,2005,2940,1070,-3827,444,2958,349,1363,5001,420,1823,3095,-1035,2349,3288,3982,-3210,3212,2656,-911,429,951,2746,-588,3757,-784,-2088,382,445,4032,2977,-874,224,2115,-470,2061,-500,-2371,-1578,1724,857,753,-1119,1115,854,739,530,2392,2684,-140,2500,1351,2191,3355,238,1908,4118,1608,4050,587,216,1059,1105,3030,3170,1066,-4827,-2188,2276,573,1670,3017,-432,3707,2367,2181,-65,3928,3232,1195,-1325,2676,217,482,943,-191,856,5753,9,-517,680,-498,1049,2238,5242,1135,363,570,-2732,-390,716,-1312,490,-362,184,2292,1325,-1938,960,5154,2784,1250,-1784,2270,1113,10,1321,-145,1700,-1633,211,1193,1269,-1432,2238,1109,11,1844,1652,2477,
-601,-2415,-174,612,858,-1444,467,5512,-1643,-3484,-3393,3202,-330,350,-4003,3626,1214,-259,961,247,487,-3052,-293,2144,1032,754,341,-3312,-593,-2650,-38,-3002,-1609,670,1321,-1175,1768,4169,-1842,-4274,-1193,-1248,-4710,-1524,-3340,-1860,-917,2085,438,-330,1614,-1743,-3320,1600,248,4219,-4415,-663,-5695,-551,2304,2855,-2073,-1384,2185,-96,3136,2452,2244,-1241,-3732,2116,-1589,-1475,1448,-3617,-1427,136,-912,-3824,2877,3587,-1772,-1081,1234,1236,1116,2894,1306,-2290,-43,-3676,-3753,-1709,1854,-2757,117,213,59,5843,403,1554,3915,1556,-4637,-1390,-2665,-1153,2131,-1490,2936,4314,2536,-3943,-683,2461,-263,733,1431,1254,4618,1488,925,220,-2797,2912,1408,1296,600,-1857,-3236,884,-860,-961,-1475,-4375,-1183,2915,781,-1200,265,1343,-967,-266,-1150,606,1493,2846,-4381,-2669,1592,-3472,2935,2219,-615,150,2984,4665,489,-614,179,970,339,3289,387,3660,4855,-1984,906,-934,-252,1180,2013,1639,30,-636,2757,2388,2605,-511,3326,-2325,274,1335,62,-1208,460,325,133,583,-106,-2894,3241,1966,-494,349,-99,1896,-947,2900,-211,1110,4440,-208,-503,-4171,-1907,28,2911,1828,-1764,-1446,2713,-1300,-313,-932,85,-1239,3309,-2238,-1847,305,1913,1951,1574,2257,-1594,1769,1738,5265,1324,1000,2259,-1703,2572,-66,-161,-223,-1281,2375,-2383,197,649,1478,4333,-1877,122,1145,4509,-1350,534,37,5366,594,3498,-1334,-3897,-2548,-437,-2768,2369,-2365,3053,3008,2522,248,4991,3510,3632,-2510,3610,-3179,1412,1118,-1883,3315,821,723,2110,-801,-1977,1566,2185,1569,-5561,1118,3600,-2637,3721,339,3018,570,1854,4708,2187,772,5467,-878,2157,1040,
-2641,-847,1259,468,-2919,4637,-630,6854,113,-3257,-224,-310,-3120,-4059,-887,748,-180,-3733,-927,-1468,-2458,-478,-7070,-1485,2052,2273,-6835,-3450,-336,-236,-2013,-2849,1422,-4047,-1078,1910,-2083,1373,175,-5947,1702,150,-1974,-3024,3520,-1022,159,-6733,525,-1365,-859,-1633,122,2106,-3192,-3168,1764,4897,-1916,-1426,-2397,-196,602,-43,-647,-1320,-1489,-4278,1130,2394,-3515,3596,-1023,-8004,59,-5011,-2128,-6030,-1081,2462,4189,-791,-5623,-1734,-3960,-1470,616,2523,2094,-1180,-1394,1261,-2998,1194,-82,-997,186,-182,1388,-2070,-3749,-2485,-5382,-1484,2830,-1052,2137,-2196,-1942,-2345,2401,2865,-4368,946,266,-3422,-864,-1002,1628,-1341,-1203,1083,-4651,-2281,-625,-4167,-874,-1925,-5486,-452,5748,-5581,-1069,-49,-4215,-473,2477,766,-506,-2803,-1410,1703,43,-2381,525,-800,-6312,2613,1280,2639,3252,3641,504,-439,2146,5648,956,973,727,3322,7143,3115,5841,2370,920,3438,-430,378,6366,598,2715,3730,1967,840,1253,1349,811,5875,1594,158,-238,225,1190,-1516,5754,925,-1768,-2536,1669,983,1580,2090,249,1603,-356,570,689,3972,2312,6536,2584,-970,3931,-1037,-2405,3661,2051,3788,-407,4622,1742,548,1327,-283,-1221,841,6982,723,5539,4633,55,1648,1685,1921,1107,4810,-1317,2248,589,174,2271,5053,-119,2154,3462,-353,1386,-640,-628,2061,1526,2631,4828,-1519,1787,8077,2407,4121,5126,526,2062,3304,2203,3003,797,-62,4275,2167,2138,3609,1566,2609,4394,1702,-1720,1378,1062,5036,-883,2439,3110,7069,729,2658,4329,6238,1286,1211,-28,2400,5009,3346,2153,-1008,1438,2991,6411,5944,1731,-93,3050,3453,2035,2558,3462,4199,206,2270,-771,417,
609,111,-465,-876,143,704,1058,-3825,-2317,-2293,-1879,1004,-1241,2412,-1892,988,762,1019,-1623,-5042,487,-588,-4716,27,-1799,-1196,1013,-496,-673,-2735,-3381,-2723,-771,1232,-887,541,915,1291,-3608,-3375,-580,-3184,-1613,-3415,-2674,-2046,-1823,-2202,-1946,181,-885,-605,-3181,2959,-663,1804,-978,-3452,2625,-138,-885,709,-1598,2151,-150,263,2419,-639,253,876,-2847,473,-2167,-470,-1282,289,-1315,-748,-265,-1166,61,-995,250,-1271,1127,-1754,251,-2775,1775,436,-728,-2518,917,1803,-1855,-720,505,225,756,2938,-1495,-2331,95,-350,-2294,-1908,-93,-2344,634,-2001,-493,-888,-435,-373,1608,2974,1304,-3350,-839,507,-1307,-2274,-243,-147,-388,-2286,-2104,3485,-415,-692,-1293,-1282,450,813,-2125,-1916,-918,1599,-898,-483,-316,-438,-1899,-1173,-34,-1327,-1084,1005,-1770,734,1980,-864,977,3959,584,2926,4647,1040,1561,1864,3600,3364,1500,2880,1129,1218,2392,591,-615,2264,1201,4755,1480,1403,3222,1577,1639,1941,2522,2486,2081,1641,572,169,2982,1970,-1908,-1948,487,1365,202,189,3896,-1352,711,-603,514,1596,1192,4523,1477,861,3482,3267,374,2793,-678,2219,2416,1573,-1660,-1270,1206,-3,860,2554,-1451,3115,3600,-2080,3091,-2781,2721,2161,1125,3962,2579,2907,1105,4048,1345,3136,2084,-67,2570,-398,-1057,1643,984,2821,497,1047,1087,-965,1080,-2304,1823,2793,1004,2842,-1277,3282,2432,2036,1886,1625,-1323,1367,-1285,-164,1988,-3270,-342,2934,3021,2960,937,3867,147,2260,1184,912,2585,2097,-2609,5494,2031,-428,-1693,236,-535,2326,3280,212,-695,4077,4168,3937,879,1511,1597,1451,1773,130,2951,550,3040,-149,-1093,1624,
1183,-85,815,3725,331,1435,68,2285,-552,1202,619,2817,178,-1419,1103,1248,-509,-406,2912,2353,-2398,3102,-222,-294,-962,-1372,-117,142,-2898,1995,1256,5964,1199,-2420,-922,1264,731,-2110,169,2719,2435,-393,2285,965,1916,-539,1672,-1936,2442,-1799,1154,1961,2714,-7610,2263,-1802,3047,3690,1428,1833,735,-1058,300,-1553,-948,1760,905,-425,-1713,-458,-1918,-1496,81,-3165,1082,620,3605,2545,-1318,1688,-1042,-904,-5899,1559,2266,3340,-1821,3064,-924,1528,2999,-158,-1634,-1574,124,1546,-1356,723,-1220,-7892,454,3083,-2119,1932,-3711,1788,28,-481,-635,2118,2859,-423,1459,2503,-2523,-2198,1562,3966,-1921,2190,4179,-1127,-236,632,-613,-188,-555,55,123,233,-129,-511,-457,-2718,2328,1449,-1549,-1045,2016,733,-68,2067,-33,49,2860,-366,1604,-533,-963,1601,185,545,-1018,210,3415,1337,1677,-5537,946,3004,-2613,1326,-1018,-666,-1147,-1097,-1022,-252,-487,-192,-998,1835,-1133,-412,435,-2591,-62,1252,163,-1005,163,-37,2276,2740,-48,4608,898,-2101,-2641,-311,-985,897,911,-526,32,-1005,-981,654,-1537,-4569,178,8,-650,-1914,-513,-1078,1042,-1468,-2774,-40,-1299,-1667,2187,-287,1227,1867,333,1109,-2785,-416,-1653,2093,1245,-2213,-604,-497,-183,1613,177,-2832,-270,-5396,-176,-786,-1764,-2679,1293,746,-1762,675,1387,-2380,-196,-690,1428,2683,-1262,-1651,501,-863,695,-198,2564,-537,2382,88,-2159,578,-1035,2355,-692,341,-872,-4454,-3197,3817,-402,-483,76,-352,-1667,2791,-1633,253,-1396,-4547,-1432,2237,1381,640,1725,3135,820,-610,-1712,-375,269,-1842,3398,-2066,-1618,1668,-2929,-1217,-91,744,-689,2851,3416,-4142,
2126,-1127,-860,-1403,-3199,2005,1762,1694,1380,4770,2636,1551,-525,1555,2040,-88,-620,2346,1727,1542,-938,-471,335,2534,-1139,-1004,3055,794,845,2710,2708,1077,2772,126,-1796,-240,3481,1649,429,1358,1054,1812,1270,-1805,1986,-1050,-1354,2765,305,2458,-1923,-1651,-113,1683,1799,5674,3956,255,-957,1002,-491,1271,-601,-2556,-3021,1502,2930,-1214,479,968,-3658,438,2815,-2130,4158,4112,1419,2664,-1711,907,178,-486,-1980,1401,2670,-1060,1360,144,2319,461,2541,3709,-2551,1092,851,4105,-2069,2700,2567,484,1682,211,-960,2661,8374,2258,353,-1103,1929,687,1843,1466,4739,-2211,433,-864,-622,-813,-3108,2393,-2391,1214,432,3065,-262,400,4280,2684,-201,-1553,2527,1478,-1786,-4121,3663,753,617,-1122,-433,1044,-329,3827,1700,-770,3073,1107,1554,363,-2392,2363,1093,-263,-4022,-2433,-4717,-2073,294,-3204,-2155,729,1999,-3072,-844,-4522,2854,1683,-966,4804,-6,-1011,-1233,-2972,-477,917,770,466,927,720,1360,3278,-3040,-2207,-4712,-839,-191,-1328,3361,-1053,929,-454,-1608,2027,-838,-2253,-2528,-2731,-4222,-2945,-3822,-1967,294,-440,-2115,-556,-3604,-893,-1013,347,-1397,-2085,-5255,1295,-1064,573,-3606,-1866,-1728,-101,699,1433,1295,-2379,1253,-7064,-3286,-2300,-2217,-128,-109,-1140,-3717,1177,-6594,726,-4848,1915,-711,-2742,-3143,202,-301,609,2005,-914,-3369,-147,-3083,-1209,-752,-730,-671,1397,-3455,-1390,-297,-1098,-2043,1782,-2702,-2278,-1440,-1577,-2474,-1791,-1784,-405,-1140,-610,1004,-1458,-5295,709,-2187,865,-463,-2467,5833,689,-3405,-247,-3389,2340,-2224,-954,1169,-3047,-2063,-3402,-1188,-4170,-2405,-547,830,-1013,-2126,482,-1548,-1099,-1006,-628,
2934,2578,1495,-639,1340,1275,218,3913,5125,-309,7091,-1443,-1630,3591,1206,3313,-495,19,2048,1210,-232,4622,228,-759,-7693,1434,540,-1069,1906,262,851,1408,1708,-365,4493,2059,-733,2094,675,1631,2537,3193,594,3083,1391,1504,545,233,2279,-10324,2999,4161,-1020,-1440,3628,-528,1301,367,501,-74,1262,2520,4989,2513,1375,3872,1300,543,1659,-815,-531,1856,-882,452,1666,5076,-32,775,3009,-615,47,3670,-3018,-499,-2112,-1724,-150,65,662,5338,2359,188,746,2821,-383,-358,1047,270,1631,-2185,568,1078,1170,2013,3652,3413,832,2520,1558,421,373,550,2120,3072,2115,440,-187,3072,-410,988,762,3201,1012,650,-489,-5215,-205,-386,439,1019,232,1659,704,479,-2605,115,267,2665,188,-852,523,538,1651,2977,4223,1197,1232,1910,326,829,397,-632,1236,-799,730,2000,1044,-87,3377,-1067,-200,-2233,-760,-1214,-396,-101,-1286,974,-1928,399,1106,-1820,33,-1666,-484,-1611,105,752,1143,317,-784,-621,-1712,-1568,-906,900,-490,-811,1329,857,-1008,1669,-4,-563,-936,-524,-1687,1453,-2743,-1083,-224,88,415,-71,2010,-391,-1175,-2993,-754,-633,198,84,384,-906,1245,265,-1346,281,658,-314,488,135,-305,-479,573,-835,766,-875,-683,979,-1377,-1141,1731,-1464,-203,420,-2565,755,1075,1001,299,712,-299,834,364,-86,2022,501,1743,-83,-431,-1263,-2277,1316,-38,-3208,2329,1909,-423,1451,3711,-1651,606,-1756,-1186,895,-1674,476,1095,1003,684,-602,1662,-1025,-229,-688,-1855,-3245,1507,1090,626,803,-1797,1075,-3450,605,364,1404,-1214,-968,-469,2526,1338,3256,364,-2237,753,-590,383,1222,
